word,reading,pos,sub_pos,len,category,sub_cate
条件反射,ジョウケンハンシャ,名詞,サ変接続,9,動き,生理
焼香,ショウコウ,名詞,サ変接続,5,動き,行事・式典・宗教的行事
詳細,ショウサイ,名詞,形容,5,状態,意味・問題・趣旨など
正直,ショウジキ,名詞,形容,5,状態,人柄
常識的,ジョウシキテキ,名詞,形容,7,状態,意味・問題・趣旨など
症状,ショウジョウ,名詞,連体,6,もの・こと,様相・情勢
上昇,ジョウショウ,名詞,サ変接続,6,動き,上がり・下がり
正真正銘,ショウシンショウメイ,名詞,連体,10,もの・こと,真偽・是非
上手,ジョウズ,名詞,形容,4,状態,限定・優劣
承諾,ショウダク,名詞,サ変接続,5,動き,賛否
承知,ショウチ,名詞,サ変接続,4,動き,注意・認知・了解
常駐,ジョウチュウ,名詞,サ変接続,6,動き,存在
商売,ショウバイ,名詞,サ変接続,5,動き,取引
勝負,ショウブ,名詞,サ変接続,4,動き,勝敗
丈夫,ジョウブ,名詞,形容,4,状態,男女
照明,ショウメイ,名詞,サ変接続,5,動き,技術・設備・修理
正面,ショウメン,名詞,連体,5,もの・こと,面・側・表裏
省略,ショウリャク,名詞,サ変接続,6,動き,除去
昭和,ショウワ,名詞,元号,4,もの・こと,時代
女王,ジョオウ,名詞,呼称,4,もの・こと,君主
女王様,ジョオウサマ,名詞,呼称,6,もの・こと,口語・IT
ショート,ショート,名詞,サ変接続,4,動き,連絡・所属
初夏,ショカ,名詞,時 連用,3,もの・こと,季節
初期,ショキ,名詞,時 連用 連体,3,もの・こと,期間
食後,ショクゴ,名詞,時 連用,4,もの・こと,時間的前後
食事,ショクジ,名詞,サ変接続,4,動き,食生活
嘱託,ショクタク,名詞,サ変接続,5,動き,その他の仕手
触発,ショクハツ,名詞,サ変接続,5,動き,発生・復活
所在ない,ショザイナイ,形容詞,,6,状態,飢渇・酔い・疲労・睡眠など
初旬,ショジュン,名詞,時 連用,5,もの・こと,月
抒情,ジョジョウ,名詞,連体,5,もの・こと,叙述
初診,ショシン,名詞,連体,4,もの・こと,医療
初代,ショダイ,名詞,連体,4,もの・こと,永久・一生
初対面,ショタイメン,名詞,サ変接続,6,動き,応接・送迎
処置,ショチ,名詞,サ変接続,3,動き,技術・設備・修理
初日,ショニチ,名詞,時 連用,4,もの・こと,日
しょぼい,ショボイ,形容詞,,4,状態,口語・IT
処方,ショホウ,名詞,サ変接続,4,動き,方法
しらじらしい,シラジラシイ,形容詞,,6,状態,理由・目的・証拠
尻ごみ,シリゴミ,名詞,サ変接続,4,動き,進退
指令,シレイ,名詞,形容,3,状態,命令・制約・服従
白い,シロイ,形容詞,,3,状態,色
白っぽい,シロッポイ,形容詞,,5,状態,色
新規,シンキ,名詞,形容,3,状態,新旧・遅速
真剣,シンケン,名詞,形容,4,状態,刃物
進行,シンコウ,名詞,サ変接続,4,動き,進行・過程・経由
人工,ジンコウ,名詞,形容 連体,4,状態,製造・加工・包装
申告,シンコク,名詞,サ変接続,4,動き,報告・申告
新婚,シンコン,名詞,連体,4,もの・こと,冠婚
診察,シンサツ,名詞,サ変接続,4,動き,医療
人事,ジンジ,名詞,連体,3,もの・こと,人事
真実,シンジツ,名詞,形容,4,状態,真偽・是非
尋常,ジンジョウ,名詞,形容,5,状態,特徴
信心,シンジン,名詞,サ変接続,4,動き,信仰・宗教
新生,シンセイ,名詞,サ変接続,4,動き,生
診断,シンダン,名詞,サ変接続,4,動き,判断・推測・評価
新築,シンチク,名詞,サ変接続,4,動き,建築
慎重,シンチョウ,名詞,形容,5,状態,詳細・正確・不思議
新調,シンチョウ,名詞,サ変接続,5,動き,製造・加工・包装
しんどい,シンドイ,形容詞,,4,状態,苦悩・悲哀
振動,シンドウ,名詞,サ変接続,4,動き,動き
心配,シンパイ,名詞,サ変接続,4,動き,安心・焦燥・満足
神秘,シンピ,名詞,形容 連体,3,状態,真偽・是非
シンプル,シンプル,名詞,形容,4,状態,弛緩・粗密・繁簡
新聞受け,シンブンウケ,名詞,サ変接続,6,動き,口語・IT
進歩,シンポ,名詞,サ変接続,3,動き,進歩・衰退
新米,シンマイ,名詞,連体,4,もの・こと,人物
神妙,シンミョウ,名詞,形容,5,状態,信念・努力・忍耐
深夜,シンヤ,名詞,時 連用 連体,3,もの・こと,朝晩
信頼,シンライ,名詞,サ変接続,4,動き,敬意・感謝・信頼など
神話,シンワ,名詞,連体,3,もの・こと,文芸
推移,スイイ,名詞,サ変接続,3,動き,作用・変化
ｓｗｉｆｔ,スイフト,名詞,形容,4,状態,口語・IT
水没,スイボツ,名詞,サ変接続,4,動き,乗り降り・浮き沈み
睡眠,スイミン,名詞,サ変接続,4,動き,飢渇・酔い・疲労・睡眠など
睡眠不足,スイミンブソク,名詞,サ変接続,7,動き,過不足
数日,スウジツ,名詞,時 連用,4,もの・こと,数記号（一二三）
数日後,スウジツゴ,名詞,時 連用,5,もの・こと,口語・IT
数日前,スウジツマエ,名詞,時 連用,6,もの・こと,口語・IT
数年,スウネン,名詞,連用,4,もの・こと,数記号（一二三）
数年後,スウネンゴ,名詞,時 連用,5,もの・こと,口語・IT
数年前,スウネンマエ,名詞,時 連用,6,もの・こと,口語・IT
好き,スキ,名詞,形容,2,状態,好悪・愛憎
隙間,スキマ,名詞,連体,3,もの・こと,穴・口
少ない,スクナイ,形容詞,,4,状態,多少
少なめ,スクナメ,名詞,形容,4,状態,多少
凄い,スゴイ,形容詞,,3,状態,力
少し前,スコシマエ,名詞,連用,5,もの・こと,口語・IT
凄まじい,スサマジイ,形容詞,,5,状態,力
図示,ズシ,名詞,サ変接続,2,動き,見せる
涼しい,スズシイ,形容詞,,4,状態,寒暖
すっぴん,スッピン,名詞,形容,4,状態,身体
ステキ,ステキ,名詞,形容,3,状態,趣・調子
ステンドグラス,ステンドグラス,名詞,形容,7,状態,木・石・金
ストレート,ストレート,名詞,形容,5,状態,スポーツ
素早い,スバヤイ,形容詞,,4,状態,速度
素晴らしい,スバラシイ,形容詞,,5,状態,趣・調子
スポーツ,スポーツ,名詞,サ変接続,4,動き,スポーツ
スムーズ,スムーズ,名詞,形容,4,状態,調和・混乱
スリム,スリム,名詞,形容,3,状態,広狭・大小
寸前,スンゼン,名詞,時 連用,4,もの・こと,時間的前後
精一杯,セイイッパイ,名詞,連用,6,もの・こと,限度
正確,セイカク,名詞,形容,4,状態,詳細・正確・不思議
生活,セイカツ,名詞,サ変接続,4,動き,生活・起臥
制限,セイゲン,名詞,サ変接続,4,動き,限定・優劣
生産,セイサン,名詞,サ変接続,4,動き,発生・復活
正視,セイシ,名詞,サ変接続,3,動き,見る
正式,セイシキ,名詞,形容 連体,4,状態,制度・慣例
清拭,セイシキ,名詞,サ変接続,4,動き,制度・慣例
政治的,セイジテキ,名詞,形容 連体,5,状態,説・論・主義
静寂,セイジャク,名詞,形容,5,状態,音
成熟,セイジュク,名詞,サ変接続,5,動き,生
清書,セイショ,名詞,サ変接続,4,動き,書き
正常,セイジョウ,名詞,形容,5,状態,真偽・是非
精神,セイシン,名詞,連体,4,もの・こと,心
生前,セイゼン,名詞,時 連用 連体,4,もの・こと,途中・盛り
製造,セイゾウ,名詞,サ変接続,4,動き,製造工業
盛大,セイダイ,名詞,形容,4,状態,文化・歴史・風俗
成長,セイチョウ,名詞,サ変接続,5,動き,進歩・衰退
整頓,セイトン,名詞,サ変接続,4,動き,調節
青年,セイネン,名詞,呼称,4,もの・こと,年配
正反対,セイハンタイ,名詞,形容 連体,6,状態,相対
精密,セイミツ,名詞,形容,4,状態,弛緩・粗密・繁簡
制約,セイヤク,名詞,サ変接続,4,動き,命令・制約・服従
整理,セイリ,名詞,サ変接続,3,動き,調節
成立,セイリツ,名詞,サ変接続,4,動き,成立
異世界,セカイ,名詞,連体,3,もの・こと,社会・世界
世界,セカイ,名詞,連体,3,もの・こと,社会・世界
世界中,セカイジュウ,名詞,連体,6,もの・こと,口語・IT
世間並み,セケンナミ,名詞,形容 連体,5,状態,特徴
設計,セッケイ,名詞,サ変接続,4,動き,計画・案
切実,セツジツ,名詞,形容,4,状態,真偽・是非
接待,セッタイ,名詞,サ変接続,4,動き,応接・送迎
設定,セッテイ,名詞,サ変接続,4,動き,決心・解決・決定・迷い
セット,セット,名詞,サ変接続,3,動き,群・組・対
窃盗,セットウ,名詞,サ変接続,4,動き,人物
説得,セットク,名詞,サ変接続 引用,4,動き,交渉
説明,セツメイ,名詞,サ変接続 引用,4,動き,説明
説明会,セツメイカイ,名詞,引用,6,もの・こと,口語・IT
狭い,セマイ,形容詞,,3,状態,広狭・大小
世話,セワ,名詞,サ変接続,2,動き,仲介
忙しない,セワシナイ,形容詞,,5,状態,安心・焦燥・満足
世話好き,セワズキ,名詞,形容,4,状態,救護・救援
前回,ゼンカイ,名詞,時 連用,4,もの・こと,時間的前後
洗眼,センガン,名詞,サ変接続,4,動き,保健・衛生
先月,センゲツ,名詞,時 連用,4,もの・こと,過去
宣言,センゲン,名詞,サ変接続 引用,4,動き,言語活動
戦後,センゴ,名詞,時 連用 連体,3,もの・こと,時代
前後,ゼンゴ,名詞,サ変接続,3,動き,順序
戦後生まれ,センゴウマレ,名詞,時 連用,6,もの・こと,口語・IT
潜在,センザイ,名詞,サ変接続,4,動き,存在
千差万別,センサバンベツ,名詞,連体,7,もの・こと,弛緩・粗密・繁簡
先日,センジツ,名詞,時 連用,4,もの・こと,過去
前日,ゼンジツ,名詞,時 連用,4,もの・こと,時間的前後
先週,センシュウ,名詞,時 連用,5,もの・こと,過去
先週末,センシュウマツ,名詞,時 連用,7,もの・こと,口語・IT
洗浄,センジョウ,名詞,サ変接続,5,動き,染色・洗濯など
先生,センセイ,名詞,呼称,4,もの・こと,人物
先々週,センセンシュウ,名詞,時 連用,7,もの・こと,過去
戦争,センソウ,名詞,サ変接続,4,動き,戦争
仙台,センダイ,名詞,固有 地 組織 人名,4,もの・こと,永久・一生
全体,ゼンタイ,名詞,連用,4,もの・こと,一般・全体・部分
洗濯,センタク,名詞,サ変接続,4,動き,染色・洗濯など
選択,センタク,名詞,サ変接続,4,動き,比較・参考・区別・選択
洗濯機回り,センタクキマワリ,名詞,サ変接続,8,動き,口語・IT
洗濯物干,センタクモノボシ,名詞,サ変接続,8,動き,口語・IT
センチメンタル,センチメンタル,名詞,形容,7,状態,文化・歴史・風俗
戦中,センチュウ,名詞,時 連用 連体,5,もの・こと,時代
先導,センドウ,名詞,サ変接続,4,動き,連れ・導き・追い・逃げなど
専任,センニン,名詞,連体,4,もの・こと,義務
前半,ゼンハン,名詞,時 連用,4,もの・こと,順序
全部,ゼンブ,名詞,連用,3,もの・こと,多少
前夜,ゼンヤ,名詞,時 連用,3,もの・こと,時間的前後
前略,ゼンリャク,名詞,サ変接続,5,動き,除去
送還,ソウカン,名詞,サ変接続,4,動き,往復
葬儀,ソウギ,名詞,サ変接続,3,動き,行事・式典・宗教的行事
造語,ゾウゴ,名詞,サ変接続,3,動き,名
総合,ソウゴウ,名詞,サ変接続,4,動き,合体・出会い・集合など
操作,ソウサ,名詞,サ変接続,3,動き,扱い・操作・使用
掃除,ソウジ,名詞,サ変接続,3,動き,掃除など
葬式,ソウシキ,名詞,サ変接続,4,動き,行事・式典・宗教的行事
増殖,ゾウショク,名詞,サ変接続,5,動き,増減・補充
送信,ソウシン,名詞,サ変接続,4,動き,通信
壮絶,ソウゼツ,名詞,形容,4,状態,行為・活動
想像,ソウゾウ,名詞,サ変接続,4,動き,判断・推測・評価
早退,ソウタイ,名詞,サ変接続,4,動き,労働・作業・休暇
相談,ソウダン,名詞,サ変接続,4,動き,会議・論議
早朝,ソウチョウ,名詞,時 連用 連体,5,もの・こと,朝晩
相当,ソウトウ,名詞,サ変接続,4,動き,相対
騒動,ソウドウ,名詞,サ変接続,4,動き,いたずら・騒ぎ
双方,ソウホウ,名詞,連用,4,もの・こと,群・組・対
僧侶,ソウリョ,名詞,呼称,4,もの・こと,専門的・技術的職業
疎遠,ソエン,名詞,形容,3,状態,関係
属性,ゾクセイ,名詞,連体,4,もの・こと,性質
測定,ソクテイ,名詞,サ変接続,4,動き,測定・計算
そぐわない,ソグワナイ,形容詞,,5,状態,良不良・適不適
組織,ソシキ,名詞,サ変接続,3,動き,成立
措置,ソチ,名詞,サ変接続,2,動き,技術・設備・修理
卒業,ソツギョウ,名詞,サ変接続,5,動き,終了・中止・停止
即決,ソッケツ,名詞,サ変接続,4,動き,決心・解決・決定・迷い
その間,ソノアイダ,名詞,時 連用 指示,5,もの・こと,時間
そのうち,ソノウチ,名詞,時 連用 指示,4,もの・こと,未来
その後,ソノゴ,名詞,時 連用 指示,3,もの・こと,時間的前後
その時,ソノトキ,名詞,時 連用 指示,4,もの・こと,時機・時刻
その場,ソノバ,名詞,連用 指示,3,もの・こと,空間・場所
その場限り,ソノバカギリ,名詞,連用 指示,6,もの・こと,終始
その日,ソノヒ,名詞,時 連用 指示,3,もの・こと,時機・時刻
そのまま,ソノママ,名詞,連用 指示,4,もの・こと,こそあど・他
それきり,ソレキリ,名詞,時 連用 指示,4,もの・こと,時間的前後
損,ソン,名詞,サ変接続,2,動き,損得
存在,ソンザイ,名詞,サ変接続,4,動き,存在
尊大,ソンダイ,名詞,形容,4,状態,待遇・礼など
尊重,ソンチョウ,名詞,サ変接続,5,動き,敬意・感謝・信頼など
他,タ,名詞,連体 連用,1,もの・こと,本体・代理
対応,タイオウ,名詞,サ変接続,4,動き,相対
待機,タイキ,名詞,サ変接続,3,動き,存在
退去,タイキョ,名詞,サ変接続,4,動き,移動・発着
大挙,タイキョ,名詞,サ変接続,4,動き,行為・活動
退屈,タイクツ,名詞,サ変接続,4,動き,飢渇・酔い・疲労・睡眠など
体型,タイケイ,名詞,連体,4,もの・こと,形・型・姿・構え
対決,タイケツ,名詞,サ変接続,4,動き,交渉
体験,タイケン,名詞,サ変接続,4,動き,学習・習慣・記憶
対策,タイサク,名詞,サ変接続,4,動き,計画・案
退散,タイサン,名詞,サ変接続,4,動き,進退
退治,タイジ,名詞,サ変接続,3,動き,軍事
大事,ダイジ,名詞,形容,3,状態,事柄
対処,タイショ,名詞,サ変接続,4,動き,技術・設備・修理
大正,タイショウ,名詞,元号,5,もの・こと,時代
退職,タイショク,名詞,サ変接続,5,動き,処世・出処進退
大好き,ダイスキ,名詞,形容,4,状態,好悪・愛憎
大胆,ダイタン,名詞,形容,4,状態,行為・活動
体調,タイチョウ,名詞,連体,5,もの・こと,病気・体調
大敗,タイハイ,名詞,サ変接続,4,動き,勝敗
代表,ダイヒョウ,名詞,サ変接続,5,動き,本体・代理
タイプ,タイプ,名詞,形容,3,状態,類・例
大部分,ダイブブン,名詞,連用,5,もの・こと,一般・全体・部分
大別,タイベツ,名詞,サ変接続,4,動き,比較・参考・区別・選択
対面,タイメン,名詞,サ変接続,4,動き,方向・方角
大量,タイリョウ,名詞,形容,5,状態,多少
高い,タカイ,形容詞,,3,状態,長短・高低・深浅・厚薄・遠近
高め,タカメ,名詞,形容,3,状態,長短・高低・深浅・厚薄・遠近
たくましい,タクマシイ,形容詞,,5,状態,力
他国,タコク,名詞,連体,3,もの・こと,国
確か,タシカ,名詞,形容,3,状態,詳細・正確・不思議
他日,タジツ,名詞,時 連用,3,もの・こと,未来
多少,タショウ,名詞,形容 連体 連用,4,状態,多少
打診,ダシン,名詞,サ変接続,3,動き,医療
脱出,ダッシュツ,名詞,サ変接続,5,動き,出・出し
タッチ,タッチ,名詞,サ変接続,3,動き,接近・接触・隔離
達筆,タッピツ,名詞,形容,4,状態,書き
立て続け,タテツヅケ,名詞,時 連用,5,もの・こと,連続・反復
棚受け,タナウケ,名詞,サ変接続,4,動き,口語・IT
他人,タニン,名詞,連体,3,もの・こと,自他
他方,タホウ,名詞,連用,3,もの・こと,こそあど・他
たまらない,タマラナイ,形容詞,,5,状態,信念・努力・忍耐
駄目,ダメ,名詞,形容,2,状態,終了・中止・停止
頼りない,タヨリナイ,形容詞,,5,状態,安心・焦燥・満足
断言,ダンゲン,名詞,サ変接続,4,動き,言語活動
単純,タンジュン,名詞,形容,5,状態,弛緩・粗密・繁簡
誕生,タンジョウ,名詞,サ変接続,5,動き,生
談笑,ダンショウ,名詞,サ変接続,5,動き,話・談話
単身赴任,タンシンフニン,名詞,サ変接続,7,動き,生活・起臥
端正,タンセイ,名詞,形容,4,状態,美醜
男性,ダンセイ,名詞,連体,4,もの・こと,男女
断定,ダンテイ,名詞,サ変接続,4,動き,判断・推測・評価
担当,タントウ,名詞,サ変接続,4,動き,義務
段取り,ダンドリ,名詞,サ変接続,4,動き,順序
担任,タンニン,名詞,サ変接続,4,動き,専門的・技術的職業
断熱,ダンネツ,名詞,サ変接続,4,動き,防止・妨害・回避
堪能,タンノウ,名詞,サ変接続,4,動き,安心・焦燥・満足
小さい,チイサイ,形容詞,,4,状態,新旧・遅速
小さめ,チイサメ,名詞,形容,4,状態,口語・IT
地下,チカ,名詞,連体,2,もの・こと,上下
近い,チカイ,形容詞,,3,状態,関係
違いない,チガイナイ,形容詞,,5,状態,異同・類似
近頃,チカゴロ,名詞,時 連用,4,もの・こと,過去
力強い,チカラヅヨイ,形容詞,,6,状態,力
ちぐはぐ,チグハグ,名詞,形容,4,状態,調和・混乱
遅刻,チコク,名詞,サ変接続,3,動き,新旧・遅速
地方,チホウ,名詞,連体,3,もの・こと,範囲・席・跡
茶色い,チャイロイ,形容詞,,5,状態,口語・IT
治癒,チユ,名詞,サ変接続,2,動き,病気・体調
注意,チュウイ,名詞,サ変接続,4,動き,注意・認知・了解
注意書き,チュウイガキ,名詞,サ変接続,6,動き,口語・IT
中央,チュウオウ,名詞,連体,5,もの・こと,中・隅・端
中間,チュウカン,名詞,連体,5,もの・こと,途中・盛り
忠告,チュウコク,名詞,サ変接続,5,動き,教育・養成
駐在,チュウザイ,名詞,サ変接続,5,動き,存在
中止,チュウシ,名詞,サ変接続,4,動き,終了・中止・停止
注釈,チュウシャク,名詞,サ変接続,6,動き,説明
中傷,チュウショウ,名詞,サ変接続,6,動き,脅迫・中傷・愚弄など
中心,チュウシン,名詞,連体,5,もの・こと,中・隅・端
中途,チュウト,名詞,時 連用 連体,4,もの・こと,途中・盛り
中途半端,チュウトハンパ,名詞,形容,7,状態,良不良・適不適
中日,チュウニチ,名詞,時 連用,5,もの・こと,日
注目,チュウモク,名詞,サ変接続 引用,5,動き,注意・認知・了解
注文,チュウモン,名詞,サ変接続,5,動き,文章
中立,チュウリツ,名詞,サ変接続,5,動き,成立
中略,チュウリャク,名詞,サ変接続,6,動き,除去
長期,チョウキ,名詞,連体,4,もの・こと,期間
調査,チョウサ,名詞,サ変接続,4,動き,研究・試験・調査・検査など
長時間,チョウジカン,名詞,時 連用 連体,6,もの・こと,時間
朝食,チョウショク,名詞,サ変接続,6,動き,食生活
調整,チョウセイ,名詞,サ変接続,5,動き,調節
調節,チョウセツ,名詞,サ変接続,5,動き,調節
頂戴,チョウダイ,名詞,サ変接続,5,動き,授受
跳梁,チョウリョウ,名詞,サ変接続,6,動き,通過・普及など
直後,チョクゴ,名詞,時 連用,4,もの・こと,時間的前後
直前,チョクゼン,名詞,時 連用 連体,5,もの・こと,時間的前後
直属,チョクゾク,名詞,サ変接続,5,動き,連絡・所属
直通,チョクツウ,名詞,サ変接続,5,動き,通過・普及など
直面,チョクメン,名詞,サ変接続,5,動き,方向・方角
直行,チョッコウ,名詞,サ変接続,5,動き,進行・過程・経由
著名,チョメイ,名詞,形容,4,状態,評判
再治療,サイチリョウ,名詞,サ変接続,6,動き,口語・IT
治療,チリョウ,名詞,サ変接続,4,動き,医療
鎮座,チンザ,名詞,サ変接続,3,動き,固定・傾き・転倒など
賃貸,チンタイ,名詞,サ変接続,4,動き,貸借
沈没,チンボツ,名詞,サ変接続,4,動き,乗り降り・浮き沈み
珍妙,チンミョウ,名詞,形容,5,状態,特徴
沈黙,チンモク,名詞,サ変接続,4,動き,言語活動
陳列,チンレツ,名詞,サ変接続,4,動き,見せる
追加,ツイカ,名詞,サ変接続,3,動き,増減・補充
追従,ツイジュウ,名詞,サ変接続,5,動き,連れ・導き・追い・逃げなど
ついで,ツイデ,名詞,連用,3,もの・こと,時機・時刻
追悼,ツイトウ,名詞,サ変接続,4,動き,敬意・感謝・信頼など
通院,ツウイン,名詞,サ変接続,4,動き,往復
通勤,ツウキン,名詞,サ変接続,4,動き,往復
通常,ツウジョウ,名詞,時 連用 連体,5,もの・こと,特徴
通常通り,ツウジョウドオリ,名詞,時 連用,8,もの・こと,口語・IT
通信,ツウシン,名詞,サ変接続,4,動き,通信
通知,ツウチ,名詞,サ変接続,3,動き,伝達・報知
通訳,ツウヤク,名詞,サ変接続,4,動き,専門的・技術的職業
通用,ツウヨウ,名詞,サ変接続,4,動き,文化・歴史・風俗
次,ツギ,名詞,時 連用,2,もの・こと,未来
つぎはぎ,ツギハギ,名詞,サ変接続,4,動き,接近・接触・隔離
都合,ツゴウ,名詞,サ変接続,3,動き,趣・調子
慎み深い,ツツシミブカイ,形容詞,,7,状態,人柄
呟き,ツブヤキ,名詞,引用,4,もの・こと,言語活動
冷たい,ツメタイ,形容詞,,4,状態,寒暖
強い,ツヨイ,形容詞,,3,状態,力
つらい,ツライ,形容詞,,3,状態,苦悩・悲哀
提案,テイアン,名詞,サ変接続 引用,4,動き,出没
提案書,テイアンショ,名詞,引用,6,もの・こと,口語・IT
定期,テイキ,名詞,連体,3,もの・こと,時機・時刻
定期的,テイキテキ,名詞,形容,5,状態,時機
停止,テイシ,名詞,サ変接続,3,動き,終了・中止・停止
泥酔,デイスイ,名詞,サ変接続,4,動き,飢渇・酔い・疲労・睡眠など
丁寧,テイネイ,名詞,形容,4,状態,詳細・正確・不思議
出入り,デイリ,名詞,サ変接続,3,動き,出入り
データベース回り,データベースマワリ,名詞,サ変接続,9,動き,口語・IT
でかい,デカイ,形容詞,,3,状態,広狭・大小
的確,テキカク,名詞,形容,4,状態,詳細・正確・不思議
適正,テキセイ,名詞,形容,4,状態,良不良・適不適
不適正,テキセイ,名詞,形容,4,状態,性質
適度,テキド,名詞,形容,3,状態,良不良・適不適
適当,テキトウ,名詞,形容,4,状態,良不良・適不適
デザイン,デザイン,名詞,サ変接続,4,動き,芸術・美術
手探り,テサグリ,名詞,サ変接続,4,動き,研究・試験・調査・検査など
徹する,テッスル,名詞,サ変接続,4,動き,通過・普及など
撤去,テッキョ,名詞,サ変接続,4,動き,除去
手作り,テヅクリ,名詞,サ変接続,4,動き,製造・加工・包装
徹夜,テツヤ,名詞,サ変接続,3,動き,生活・起臥
手配,テハイ,名詞,サ変接続,3,動き,計画・案
手間,テマ,名詞,連体,2,もの・こと,労働・作業・休暇
転嫁,テンカ,名詞,サ変接続,3,動き,約束
展開,テンカイ,名詞,サ変接続,4,動き,伸縮
転換,テンカン,名詞,サ変接続,4,動き,変換・交換
点眼,テンガン,名詞,サ変接続,4,動き,医療
点検,テンケン,名詞,サ変接続,4,動き,研究・試験・調査・検査など
展示,テンジ,名詞,サ変接続,3,動き,見せる
電子化,デンシカ,名詞,サ変接続,4,動き,技術・設備・修理
天上,テンジョウ,名詞,連体,5,もの・こと,上下
転職,テンショク,名詞,サ変接続,5,動き,変換・交換
店長,テンチョウ,名詞,呼称,5,もの・こと,変換・交換
点灯,テントウ,名詞,サ変接続,4,動き,技術・設備・修理
点滅,テンメツ,名詞,サ変接続,4,動き,光
電話,デンワ,名詞,サ変接続,3,動き,通信
問い合わせ,トイアワセ,名詞,引用,5,もの・こと,問答
問合せフォーム,トイアワセフォーム,名詞,引用,9,もの・こと,口語・IT
ドイツ,ドイツ,名詞,固有 地,3,もの・こと,固有地名
同意,ドウイ,名詞,サ変接続,3,動き,賛否
統一,トウイツ,名詞,サ変接続,4,動き,統一・組み合わせ
動員,ドウイン,名詞,サ変接続,4,動き,人事
統括,トウカツ,名詞,サ変接続,4,動き,統一・組み合わせ
同居,ドウキョ,名詞,サ変接続,4,動き,住生活
東京,トウキョウ,名詞,固有 地 組織,5,もの・こと,固有地名
同郷,ドウキョウ,名詞,連体,5,もの・こと,異同・類似
統計,トウケイ,名詞,サ変接続,4,動き,測定・計算
同行,ドウコウ,名詞,サ変接続,4,動き,連れ・導き・追い・逃げなど
盗撮,トウサツ,名詞,サ変接続,4,動き,練り・塗り・撃ち・録音・撮影
当時,トウジ,名詞,時 連用,3,もの・こと,時間的前後
当日,トウジツ,名詞,時 連用,4,もの・こと,時機・時刻
当初,トウショ,名詞,時 連用,4,もの・こと,終始
透析,トウセキ,名詞,サ変接続,4,動き,医療
同席,ドウセキ,名詞,サ変接続,4,動き,出欠
当然,トウゼン,名詞,形容 連用,4,状態,真偽・是非
同窓,ドウソウ,名詞,連体,4,もの・こと,友・なじみ
到着,トウチャク,名詞,サ変接続,5,動き,移動・発着
道中,ドウチュウ,名詞,時 連用,5,もの・こと,途中・盛り
盗聴,トウチョウ,名詞,サ変接続,5,動き,聞き・味見
動転,ドウテン,名詞,サ変接続,4,動き,感動・興奮
堂々,ドウドウ,名詞,形容,4,状態,連れ・導き・追い・逃げなど
唐突,トウトツ,名詞,形容,4,状態,時機
導入,ドウニュウ,名詞,サ変接続,5,動き,入り・入れ
東北,トウホク,名詞,固有 地,4,もの・こと,方向・方角
透明,トウメイ,名詞,形容,4,状態,光
当面,トウメン,名詞,サ変接続,4,動き,現在
動揺,ドウヨウ,名詞,サ変接続,4,動き,動揺・回転
同様,ドウヨウ,名詞,形容,4,状態,異同・類似
到来,トウライ,名詞,サ変接続,4,動き,移動・発着
登録,トウロク,名詞,サ変接続,4,動き,書き
道路工事,ドウロコウジ,名詞,サ変接続,6,動き,口語・IT
遠い,トオイ,形容詞,,3,状態,関係
時,トキ,名詞,時 連用,2,もの・こと,時間
時々,トキドキ,名詞,時 連用,4,もの・こと,季節
得,トク,名詞,形容,2,状態,損得
得意,トクイ,名詞,形容,3,状態,主客
読書,ドクショ,名詞,サ変接続,4,動き,読み
特徴的,トクチョウテキ,名詞,形容,7,状態,口語・IT
特定,トクテイ,名詞,サ変接続 連体,4,動き,判断・推測・評価
独特,ドクトク,名詞,形容 連体,4,状態,特徴
特別,トクベツ,名詞,形容,4,状態,特徴
途端,トタン,名詞,時 連用,3,もの・こと,時機・時刻
途中,トチュウ,名詞,時 連用,4,もの・こと,進行・過程・経由
特化,トッカ,名詞,サ変接続,3,動き,作用・変化
特権,トッケン,名詞,連体,4,もの・こと,権利
トップ,トップ,名詞,連体,3,もの・こと,等級・系列
とてつもない,トテツモナイ,形容詞,,6,状態,程度
乏しい,トボシイ,形容詞,,4,状態,多少
土曜日,ドヨウビ,名詞,時 連用,4,もの・こと,週・週日
ドライブ,ドライブ,名詞,サ変接続,4,動き,旅・行楽
ドラマ,ドラマ,名詞,形容,3,状態,演劇・映画
ドリブル,ドリブル,名詞,サ変接続,4,動き,スポーツ
努力,ドリョク,名詞,サ変接続,4,動き,信念・努力・忍耐
鈍感,ドンカン,名詞,形容,4,状態,心
頓挫,トンザ,名詞,サ変接続,3,動き,終了・中止・停止
とんでもない,トンデモナイ,形容詞,,6,状態,趣・調子
ない,ナイ,形容詞,,2,状態,存在
内緒,ナイショ,名詞,連体,4,もの・こと,出没
内製,ナイセイ,名詞,サ変接続,4,動き,自信・誇り・恥・反省
長い,ナガイ,形容詞,,3,状態,長短・高低・深浅・厚薄・遠近
長年,ナガネン,名詞,時 連用,4,もの・こと,過去
仲良し,ナカヨシ,名詞,,4,もの・こと,友・なじみ
夏,ナツ,名詞,時 連用,2,もの・こと,季節
懐かしい,ナツカシイ,形容詞,,5,状態,好悪・愛憎
納得,ナットク,名詞,サ変接続,4,動き,注意・認知・了解
夏場,ナツバ,名詞,時 連用,3,もの・こと,季節
何,ナニ,名詞,指示 形容,2,状態,こそあど・他
